seed,crate,solo,closest_pinch_m,fine_kernel,peak_lift_m,held_lift_m,in_pinch_frac,fell,run,arm,crew,iteration,vision
7,0,0,0.05145180688003653,0.5957112673018511,0.01111013506216138,-0.0013529795237482156,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
7,1,0,0.05934764533166839,0.5421689251071605,0.007225040306402919,-0.0015107138048888746,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
0,0,0,0.20999710059811438,0.05862721145696337,0.006928970163650405,0.006928970163650405,0.0,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
1,0,0,0.16860452308138515,0.11356428645168437,0.005610566495389296,-0.0012217695267920103,0.125,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
2,0,0,0.20141676882118711,0.06733687727118487,0.0013597805743923164,-0.0001841235175180922,0.0,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
3,0,0,0.17942856391422052,0.09571598405479131,0.011760103699635538,-0.0009826378461818552,0.045,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
4,0,0,0.2262111777924977,0.04505707331010289,0.00556988313868384,-0.00018412351751823097,0.0,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
5,0,0,0.1977620593905662,0.07141497230891258,0.030899115529410742,-0.0009199322482417172,0.01,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
6,0,0,0.24423725522592105,0.033560801117640926,0.027348171790911674,0.014400447273450218,0.0,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
7,0,0,0.2167470913609031,0.052553043810227296,0.019045299251773284,0.019045299251773284,0.0,1,2026-08-21_21-07-59_coop-cube-pickfirst-s2,21-07-59_coop-cube-pickfirst-s2,2,3999,0
